logic,syntax,algorithm,hardware,networking,system_org,creativity,ui_design,attention_detail,problem_solving,logic_speed,syntax_speed,algorithm_speed,hardware_speed,networking_speed,system_org_speed,creativity_speed,ui_design_speed,attention_detail_speed,problem_solving_speed,logic_confidence,syntax_confidence,algorithm_confidence,hardware_confidence,networking_confidence,system_org_confidence,creativity_confidence,ui_design_confidence,attention_detail_confidence,problem_solving_confidence,IT_interest,CS_interest,CE_interest,MMA_interest,IT_accuracy,CS_accuracy,CE_accuracy,MMA_accuracy,IT_time_ratio,CS_time_ratio,CE_time_ratio,MMA_time_ratio,Track
0.898822409,0.792560502,0.63192168,0.368483912,0.644131113,0.63143024,0.421241309,0.603696154,0.578953314,0.731095069,1.452640476,0.567956015,1.061918922,1.438789874,1.254704388,1.784734762,1.488040447,0.744401641,0.605853121,1.463628917,1.305665812,0.450139504,0.67104959,0.530170922,0.808194133,1.126935498,0.626824106,0.449392408,0.350760672,1.070051884,0.214,0.015,0.016,0.755,0.415906786,0.751465349,0.964138145,0.745284507,0.168029343,0.352552344,0.209636566,0.269781747,Computer Science
0.959025366,0.570271846,0.972833395,0.933745449,0.437053794,0.348552911,0.370544601,0.312755278,0.366110073,0.778104741,0.606782973,0.978463445,1.767312966,0.534907904,1.721702724,0.922782162,0.677247241,1.545105748,1.44341427,1.81620802,0.581920263,0.557990156,1.719301073,0.499467821,0.752476708,0.321638408,0.250950309,0.483239978,0.528448503,1.413200072,0.006,0.278,0.094,0.622,0.841042626,0.882088558,0.569220744,0.506463726,0.168906346,0.19997558,0.566404363,0.064713711,Computer Science
0.56041266,0.843489073,0.538562478,0.951530128,0.900888926,0.600295819,0.825609747,0.828180012,0.372186708,0.931787035,1.257878559,1.739686199,0.980074402,1.843284843,1.083802518,0.516256477,1.858072965,0.636930015,0.978970456,1.925092951,0.704931069,1.467406299,0.527831298,1.753941062,0.976385687,0.309906605,1.534043151,0.527492708,0.364359792,1.793776652,0.287,0.205,0.355,0.153,0.970364288,0.744062733,0.779102327,0.669067313,0.106524822,0.122322477,0.342675405,0.428477295,Information Technology
0.854105331,0.8527327,0.363844272,0.646094213,0.340291132,0.684670218,0.609071351,0.921392928,0.545640509,0.381946911,0.714487523,1.642265948,1.427327095,0.651684014,0.626160209,1.551453697,0.60914451,1.732790089,1.559363341,0.622023171,0.610247602,1.400413876,0.519324788,0.42104927,0.213076766,1.06223414,0.371012469,1.596580534,0.850851807,0.237579829,0.572,0.173,0.048,0.207,0.450902628,0.991983747,0.624562477,0.622385288,0.162892097,0.286024342,0.414991493,0.136092068,Multimedia Arts
0.56338171,0.358450502,0.844002841,0.690882975,0.596955406,0.93444807,0.377838238,0.644837573,0.307947551,0.628062449,0.584454914,0.678226874,0.67628937,1.473815453,1.619067319,1.375053148,1.943258823,1.062305869,0.928568129,1.802898692,0.329271209,0.243110763,0.57079015,1.018234005,0.966510989,1.284915759,0.734237489,0.685014739,0.285950282,1.132332969,0.256,0.386,0.021,0.337,0.534157503,0.977933524,0.407292685,0.981927296,0.005536459,0.278300104,0.09413489,0.622028548,Computer Engineering
0.351657595,0.687697999,0.978511775,0.666168491,0.740579047,0.787024082,0.618178745,0.739290656,0.709020018,0.930810607,0.568169571,0.921444784,1.925617226,1.835395676,1.183485129,1.430198897,0.916071774,0.78218174,1.195547607,1.030028342,0.199801145,0.633675734,1.88423913,1.222682768,0.876464289,1.125600974,0.5662961,0.578259651,0.847667187,0.958761307,0.199,0.333,0.011,0.457,0.750193667,0.446640782,0.984636885,0.991726447,0.298181644,0.19119609,0.092197712,0.418424555,Information Technology
0.779311821,0.413831858,0.937649029,0.87577607,0.964859939,0.808003656,0.729390637,0.592770125,0.952909938,0.906244723,0.567828005,0.539550462,1.06469505,1.715829996,1.980914194,0.725625337,1.391196073,1.071336285,1.954871597,1.763178385,0.442515077,0.22328317,0.99831028,1.502682851,1.911304749,0.586307925,1.01472539,0.635056144,1.862816573,1.597871106,0.08,0.133,0.043,0.744,0.902997223,0.681215896,0.648891701,0.564044243,0.004873342,0.168003983,0.14076721,0.686355465,Computer Engineering
0.997645786,0.688802194,0.838291191,0.961336011,0.894753173,0.473143671,0.615380895,0.390411591,0.967835719,0.724322244,0.842964208,1.507551027,1.427192361,1.037244077,0.670336388,1.507359793,1.280461551,1.658477588,1.280245252,1.77827225,0.84097969,1.038404455,1.196402783,0.997140083,0.599785611,0.713197746,0.787971575,0.647488873,1.239067084,1.288042147,0.019,0.083,0.57,0.328,0.731144103,0.736562783,0.925992162,0.64208972,0.056458767,0.011459468,0.552101307,0.379980458,Computer Science
0.792855838,0.449074913,0.395460033,0.310181266,0.545411291,0.712942381,0.574570832,0.606232445,0.932911086,0.543778827,1.270984234,1.675479519,1.094814173,1.43313005,1.793545563,1.924280935,0.720610221,1.889881438,1.23817444,0.887366582,1.007707269,0.752415819,0.432955249,0.444530093,0.978220001,1.371901431,0.414041614,1.145707446,1.155106661,0.482531159,0.408,0.259,0.182,0.152,0.675481454,0.988019545,0.695570856,0.597250966,0.671234892,0.183699782,0.052773299,0.092292026,Multimedia Arts
0.389632087,0.406331885,0.397179021,0.748612321,0.427316059,0.541967098,0.927751887,0.631773148,0.767290417,0.42062391,0.788433528,0.561302924,0.753402595,0.917885509,0.765515726,0.633053801,0.680953807,1.191168152,0.809500578,1.046404792,0.307199001,0.228075276,0.299235705,0.687140401,0.327117163,0.343094331,0.631756179,0.752548053,0.621122036,0.440142875,0.069,0.6,0.126,0.205,0.702050363,0.814236897,0.423587284,0.879646239,0.174087497,0.015020193,0.364190462,0.446701849,Multimedia Arts
0.342754572,0.493814354,0.864340896,0.823781783,0.429164714,0.446544526,0.559330472,0.63916609,0.73277834,0.558239548,1.193802074,1.621206407,0.555024804,0.878655417,1.570024379,1.842810257,1.267516163,1.298170228,0.660758017,1.17111855,0.409181119,0.800574994,0.479730637,0.723820326,0.673799063,0.822896833,0.708960414,0.829746388,0.484189163,0.65376469,0.299,0.24,0.278,0.183,0.71957036,0.545482302,0.561545939,0.626370498,0.019433757,0.372589302,0.227696256,0.380280685,Multimedia Arts
0.383833492,0.923369097,0.715514717,0.775371623,0.852419867,0.648909539,0.360844202,0.675974579,0.710788783,0.821807632,1.147489319,0.691370454,0.925663859,1.044623445,1.468875862,1.356167457,1.034145089,1.979772873,1.408662229,0.855840188,0.440444833,0.638390112,0.662326114,0.809971376,1.252098967,0.88003,0.373165259,1.338276135,1.001261311,0.703335998,0.024,0.466,0.375,0.134,0.461069484,0.491715484,0.547574637,0.496408824,0.068756062,0.111747501,0.063398765,0.756097672,Information Technology
0.356163622,0.667157973,0.587277779,0.987665032,0.378427232,0.578498919,0.978629303,0.905854988,0.87195045,0.480531979,0.756331381,1.50296483,1.894063984,1.33514434,1.357419034,0.91996864,1.6542394,0.780565623,0.985518855,1.138154658,0.269377724,1.002714969,1.112341689,1.318675377,0.513684327,0.532200864,1.618887151,0.707079263,0.859323608,0.54691971,0.012,0.773,0.094,0.121,0.704566227,0.545445839,0.468902095,0.766372025,0.167369245,0.427782568,0.082398536,0.322449651,Multimedia Arts
0.672812603,0.336276476,0.535622995,0.394090274,0.344362479,0.992972163,0.525647691,0.866912112,0.478248458,0.777051906,1.64034179,1.393458111,1.207364283,1.117761371,1.0233024,1.894293716,1.745929112,1.947540366,0.686445835,1.596301213,1.103642629,0.468587183,0.646692073,0.440498885,0.352386952,1.880980928,0.917743607,1.688346332,0.328291662,1.240408899,0.174,0.739,0.013,0.073,0.963004274,0.50873984,0.43989776,0.84467239,0.192650607,0.415790373,0.033946882,0.357612137,Computer Science
0.441139124,0.41455916,0.414986059,0.870202304,0.765638054,0.666145797,0.551181339,0.914040379,0.574711575,0.871619608,1.158702363,1.065416644,1.194019679,0.952066811,1.62141407,1.254080585,0.848319043,1.84936186,1.075836832,1.315329292,0.511148945,0.441678229,0.49550152,0.828490733,1.241416314,0.835400511,0.467577626,1.690391415,0.61829588,1.146466801,0.171,0.122,0.074,0.632,0.943883267,0.774542798,0.470138824,0.963899274,0.316095457,0.13046762,0.047979049,0.505457873,Computer Engineering
0.734050929,0.673422764,0.925724808,0.852018048,0.406172416,0.518205447,0.473942398,0.820762405,0.323472704,0.698922779,1.643688029,1.815148455,1.013122623,1.731885957,0.665947605,1.769678438,0.691232993,1.095930936,1.695943049,0.724876141,1.206550725,1.22236229,0.937872746,1.475598092,0.270489548,0.917057007,0.327604622,0.89949891,0.548591284,0.506632447,0.415,0.182,0.184,0.219,0.537550837,0.833351541,0.832021922,0.78468858,0.441670107,0.291885737,0.1082104,0.158233755,Computer Science
0.427118402,0.935915393,0.708374256,0.580595992,0.623404063,0.963098338,0.407345982,0.710360882,0.654122075,0.728017965,0.527165276,1.808185863,1.898177424,1.347699775,1.544976236,1.883749072,1.560857951,0.728808564,1.36443254,1.41007257,0.22516199,1.692308983,1.344620021,0.782469088,0.963144462,1.8142356,0.635809215,0.517717095,0.892505445,1.026558162,0.052,0.036,0.598,0.314,0.654478403,0.841866541,0.960620209,0.955341108,0.088999936,0.017845402,0.622052767,0.271101894,Information Technology
0.387263877,0.944589318,0.908927453,0.66318664,0.713892805,0.579301893,0.338333147,0.534638069,0.861997414,0.303242416,1.000248758,1.09725304,1.306093404,1.879783425,1.019518992,1.020429803,1.606251872,1.178326911,0.836907234,1.178659274,0.387360212,1.036453501,1.187144152,1.246647253,0.727827273,0.591136916,0.543448251,0.629978425,0.721411872,0.357419486,0.056,0.237,0.697,0.01,0.484514212,0.505832192,0.699020664,0.65135527,0.515050849,0.094097908,0.181679142,0.209172101,Information Technology
0.30916612,0.76447616,0.424625177,0.972749222,0.404063909,0.590236887,0.359744768,0.997811976,0.651536507,0.716769512,0.600614716,1.624940706,0.81485839,1.847081434,0.807709461,0.786031581,0.554824502,1.208100418,1.3472617,0.598562959,0.185689721,1.242228432,0.346009388,1.796747028,0.326366242,0.463944833,0.199595211,1.205457065,0.877790182,0.42903168,0.287,0.104,0.387,0.222,0.86531657,0.671973301,0.714634162,0.664457648,0.300920968,0.481947371,0.099133861,0.1179978,Multimedia Arts
0.903249935,0.962280823,0.561316521,0.489521271,0.75079968,0.58611392,0.317770449,0.409306818,0.80118056,0.761246759,0.540643989,0.832958243,0.846612195,1.507839115,0.529565807,0.656162873,1.699874128,0.767816993,1.479119162,0.857274172,0.488336648,0.801539744,0.475217412,0.738119321,0.397597838,0.384586193,0.540169765,0.31427273,1.185041519,0.652597185,0.622,0.135,0.204,0.039,0.459664836,0.545903315,0.833360159,0.913417881,0.490978994,0.140141091,0.305365304,0.06351461,Information Technology
0.505203411,0.927435073,0.309101346,0.359855972,0.445520379,0.318572543,0.427004805,0.708129093,0.594997185,0.924870198,1.726165343,1.012726028,0.88913515,1.069538612,1.385442414,0.902095461,1.436223362,1.114117478,1.328070771,1.154189794,0.872064619,0.939237637,0.274832872,0.384879856,0.617242829,0.287382845,0.613274276,0.788938999,0.790198371,1.067475743,0.054,0.024,0.381,0.541,0.576679456,0.969071984,0.858163476,0.484067905,0.309455441,0.101954577,0.343175028,0.245414953,Information Technology
0.597649453,0.315728516,0.488074152,0.67914395,0.743434754,0.48052138,0.397549252,0.884451166,0.989081526,0.667983128,0.757518929,0.90846099,0.527586015,1.87144821,0.676626624,1.364774713,0.911082831,1.331267004,1.477130583,1.744612706,0.452730774,0.28682704,0.257501097,1.27098273,0.503027748,0.655803428,0.362200298,1.177440653,1.461002571,1.165371852,0.255,0.243,0.205,0.297,0.523852763,0.406597497,0.482131378,0.940011185,0.414803567,0.18226911,0.183819546,0.219107777,Multimedia Arts
0.422759895,0.940088362,0.593139367,0.56819697,0.663242394,0.332876177,0.416398358,0.816623531,0.357959068,0.722206477,0.868023665,1.083943421,0.933040605,1.033509075,1.578568858,0.945682573,1.34960696,1.214075603,1.495506748,1.905244609,0.366965593,1.019002595,0.553423114,0.587236724,1.046973788,0.314795199,0.561974122,0.991442707,0.535330201,1.375979996,0.412,0.025,0.127,0.436,0.839543258,0.528964227,0.418709881,0.557358427,0.354368116,0.020694367,0.268857185,0.356080332,Information Technology
0.533970724,0.839638543,0.374618777,0.352596447,0.809732129,0.646843921,0.781881677,0.604379137,0.472481423,0.873371622,1.699123818,1.542044706,0.908217706,1.385346,1.041460845,0.63737311,1.875970363,0.705227946,1.925356031,1.169008659,0.907282375,1.29476017,0.340235406,0.488468078,0.843304308,0.412280922,1.466786855,0.426225058,0.909694958,1.020978989,0.455,0.025,0.086,0.434,0.511079757,0.725140568,0.923767502,0.839334932,0.283810021,0.185758696,0.203607649,0.326823634,Information Technology
0.474767606,0.642597475,0.454846609,0.991367606,0.960841538,0.327598768,0.793902621,0.947673822,0.426402742,0.697561661,1.873232446,0.550918968,1.546130401,0.946023511,1.886594293,1.956587368,1.916399734,1.211321325,1.793063976,1.766824098,0.889350084,0.354019137,0.70325217,0.937857063,1.812718162,0.640975611,1.521434771,1.14793751,0.764567395,1.232468753,0.442,0.215,0.085,0.258,0.591460284,0.897349284,0.422204581,0.757761927,0.157303257,0.077321379,0.048191497,0.717183867,Information Technology
0.537912475,0.80733674,0.345749439,0.520703236,0.677643905,0.853506215,0.523126752,0.738123964,0.920184424,0.731104232,0.849439212,0.536601172,1.805148311,0.531904116,1.812052509,1.293405701,1.908601548,1.698174854,1.996901166,1.026067723,0.456923949,0.433217841,0.624129015,0.276964195,1.227926338,1.103929805,0.998440529,1.253463554,1.837517349,0.750162454,0.044,0.107,0.662,0.186,0.860312973,0.641158548,0.687925372,0.776503278,0.251925865,0.50416454,0.178047643,0.065861952,Information Technology
0.594949902,0.816307611,0.467144002,0.377331879,0.54823551,0.501067294,0.507415684,0.463525426,0.329465233,0.312511754,1.981583585,1.141659701,1.076489971,1.519470924,0.827380832,1.924941776,1.679517522,0.634116503,1.126371164,1.818677461,1.178942959,0.931945503,0.502875833,0.573344819,0.453599553,0.964525367,0.852213533,0.293929122,0.371100138,0.568358084,0.319,0.038,0.579,0.064,0.966839213,0.680440907,0.768046834,0.500220368,0.531290514,0.029605025,0.321284195,0.117820266,Information Technology
0.725415756,0.658881958,0.461468868,0.423569622,0.454340346,0.430506784,0.845709131,0.545087681,0.340489874,0.978371841,1.825678827,1.891628425,1.992361734,0.760842874,1.094363028,1.637357714,1.544030927,0.73084386,1.723749687,0.836660858,1.324376188,1.24635984,0.919412914,0.322269929,0.497213277,0.704893603,1.305801054,0.398373985,0.586919313,0.818565424,0.566,0.134,0.079,0.22,0.534290569,0.722184654,0.755763961,0.748051725,0.036306332,0.794393304,0.11681394,0.052486425,Computer Science
0.922123656,0.968956049,0.903489332,0.866661252,0.758669386,0.685600159,0.360890732,0.585917249,0.560881962,0.481827649,1.585130171,1.243813603,0.621569324,0.830274803,1.524888145,0.614196289,1.776810371,1.242719791,1.220879866,1.388611677,1.461686028,1.205200714,0.561581253,0.719567,1.156885954,0.421093074,0.641234395,0.728130961,0.684769494,0.669071499,0.213,0.06,0.147,0.58,0.89480858,0.608685525,0.806809692,0.739439178,0.06102536,0.414285681,0.31365437,0.211034589,Computer Engineering
0.89540721,0.907105941,0.795854084,0.88590933,0.788230023,0.77609854,0.733027965,0.826901648,0.411023574,0.916609531,1.807765292,0.543870925,1.738725126,0.693304801,1.002678281,1.615262384,0.741139844,1.726950536,1.748201267,1.261201601,1.618686077,0.493348547,1.383771492,0.614205192,0.790341125,1.253602779,0.543276231,1.428018244,0.718551932,1.156029408,0.403,0.313,0,0.283,0.403831523,0.57222288,0.770156151,0.988711707,0.324231823,0.097623246,0.32616968,0.251975251,Information Technology
0.845891777,0.374886447,0.832719532,0.678886605,0.974094403,0.539310516,0.742835325,0.952419674,0.37175681,0.956059941,1.531828583,0.601755589,0.95144535,1.562258133,0.601025902,1.37325569,1.018824585,1.431373277,0.568613051,1.807305209,1.295761202,0.225590015,0.792287127,1.06059612,0.585455967,0.740611235,0.756818892,1.363268069,0.211385774,1.727892112,0.085,0.374,0.174,0.367,0.984093382,0.981326713,0.849791099,0.478051744,0.764147065,0.01339726,0.012039854,0.21041582,Computer Science
0.642050233,0.839285192,0.778306764,0.612131894,0.491538666,0.99798715,0.598326912,0.615970917,0.414536675,0.856366684,1.540523339,0.831154419,0.623571568,1.520748953,1.481766821,0.90988929,1.926295343,0.726586838,1.148502202,1.91542388,0.989093369,0.697575597,0.485329969,0.930898938,0.728345687,0.90805782,1.152554344,0.447556361,0.476096284,1.640305197,0.109,0.032,0.392,0.467,0.65183639,0.783115569,0.638556639,0.564529121,0.576791769,0.073464045,0.313283758,0.036460428,Computer Science
0.449173293,0.321793858,0.756166778,0.557968441,0.905050775,0.631246935,0.9777354,0.429867861,0.908036218,0.843617797,1.656382767,1.767174842,1.641535986,1.439330482,0.696867317,0.548789269,1.881271772,1.424975472,1.694805936,1.222283527,0.744002902,0.56866601,1.241274977,0.803100985,0.630700305,0.346421544,1.839386007,0.612551158,1.538945172,1.031140137,0.108,0.118,0.524,0.25,0.470384913,0.475111475,0.811339172,0.658183537,0.12170671,0.367881098,0.036089546,0.474322646,Multimedia Arts
0.488295383,0.85829137,0.517253371,0.618654104,0.308134378,0.350712821,0.574745489,0.635957184,0.720014384,0.504163805,1.542472829,1.790183596,1.669776483,0.559428238,1.220760421,0.657395268,0.863067524,1.97999389,0.713743314,1.24833223,0.753182361,1.536499132,0.863697515,0.346092576,0.376158253,0.230556949,0.496044166,1.259191339,0.513905453,0.629363927,0.171,0.106,0.596,0.126,0.770893441,0.821478982,0.73578921,0.405862508,0.239791461,0.442446157,0.05580165,0.261960731,Multimedia Arts
0.323242176,0.355004948,0.577846293,0.392901028,0.697278594,0.782625478,0.860410689,0.440105171,0.417237808,0.373197488,1.454645374,1.55971359,0.547379217,1.904318369,0.577956925,1.311944503,1.563590779,1.806453686,1.571130398,1.702592125,0.470202736,0.553706042,0.316301052,0.748208645,0.402996992,1.026761194,1.34533022,0.795029608,0.655535003,0.635403104,0.504,0.338,0.125,0.032,0.603670116,0.888895068,0.448068908,0.936889994,0.192201607,0.411919712,0.1458916,0.249987081,Computer Engineering
0.668481863,0.812112665,0.357140987,0.342246459,0.472972264,0.411681276,0.910248497,0.453449791,0.983105679,0.535827054,0.773176874,1.684547761,1.488061663,1.247293575,1.333045326,1.578802667,0.842682112,1.994500874,1.962189743,1.47548853,0.516854717,1.368042572,0.531447812,0.426881809,0.630493466,0.649963497,0.767050126,0.904406005,1.92903988,0.790606672,0.04,0.236,0.556,0.168,0.519725471,0.808136945,0.443319045,0.418391501,0.070195942,0.146304264,0.47751248,0.305987314,Multimedia Arts
0.819894565,0.597845334,0.542154495,0.559727134,0.991354695,0.328076434,0.906922047,0.705072786,0.607030793,0.807680362,1.230003412,1.810134857,1.851052796,1.13258139,0.915241696,1.388525493,1.868545018,0.815993284,1.434449875,1.44734033,1.008473112,1.082180678,1.003556593,0.633936536,0.907329152,0.455542492,1.694624674,0.575334658,0.870755246,1.168988362,0.253,0.069,0.487,0.191,0.839867813,0.478940611,0.829494979,0.945419512,0.046900341,0.064220587,0.841604954,0.047274118,Information Technology
0.898069565,0.6445945,0.473061752,0.909524931,0.611713679,0.660372148,0.551463359,0.715065596,0.414466711,0.573757076,1.954118484,0.887200149,1.485104997,0.987785096,1.660209689,0.696310491,1.954731568,1.180684312,0.854075695,0.610245121,1.754934337,0.571884336,0.702546372,0.898415171,1.015572976,0.459824054,1.077962835,0.844266731,0.353985944,0.350132456,0.006,0.034,0.773,0.187,0.501854743,0.711864369,0.602201906,0.89733002,0.185629698,0.094175148,0.316178967,0.404016188,Computer Engineering
0.416929336,0.417333451,0.325669999,0.815481411,0.764663169,0.632241613,0.890919314,0.863969107,0.709748055,0.907789896,0.808761815,0.667879429,0.904624417,0.585630284,1.296754292,1.904908538,0.559015311,0.683164871,1.178298542,1.900812526,0.337196526,0.278728427,0.294609033,0.47757061,0.991580247,1.204362447,0.498037538,0.590233344,0.836295099,1.725538406,0.138,0.369,0.283,0.21,0.589693663,0.704340885,0.424943715,0.489005921,0.402940912,0.313387915,0.000462472,0.283208701,Multimedia Arts
0.747383956,0.907542806,0.618317899,0.66091722,0.642192606,0.76680498,0.397755878,0.320981513,0.515550959,0.793276534,0.802780178,1.51014865,1.954868069,0.640851074,1.508903177,1.165625329,1.802213382,0.765724684,1.538938928,1.757172934,0.599985026,1.370524544,1.208729917,0.42354951,0.969006464,0.893807307,0.716840967,0.245783468,0.793401441,1.393924055,0.064,0.155,0.527,0.255,0.966768532,0.809948817,0.698304858,0.770708344,0.364063442,0.15147666,0.005529188,0.478930711,Information Technology
0.782668726,0.77355937,0.450972607,0.761219829,0.575705084,0.755863084,0.374615121,0.760491713,0.999589608,0.333748427,1.965761276,1.110361941,1.806130176,1.673578226,1.350524391,1.607673814,1.817773342,1.106210482,0.990549742,1.501390078,1.538539873,0.858930884,0.814515233,1.273960931,0.777503758,1.215181287,0.680965381,0.841263905,0.990143229,0.501086577,0.016,0.003,0.688,0.293,0.884707565,0.857371081,0.878688189,0.661349989,0.649189905,0.048825767,0.299782551,0.002201777,Multimedia Arts
